Paper_ID,Observation_ID,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Evidence_type,Effect_size_type,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes,Effect_size,Sample_variance,Extracted_from,Treatment_quantity
Haddad_2000,Haddad_2000_29,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.405465108,0.055555556,Data From Authors,154.4
Haddad_2000,Haddad_2000_30,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.951295841,0.119461835,Data From Authors,154.4
Haddad_2000,Haddad_2000_31,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.493170689,0.072451786,Data From Authors,154.4
Haddad_2000,Haddad_2000_32,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Lepidoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.451985123,0.29409119,Data From Authors,154.4
Haddad_2000,Haddad_2000_33,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.217064505,0.069458306,Data From Authors,195.2
Haddad_2000,Haddad_2000_34,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Thysanoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-2.460809098,0.670624466,Data From Authors,195.2
Haddad_2000,Haddad_2000_35,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.62860866,0.290416667,Data From Authors,195.2
Haddad_2000,Haddad_2000_36,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.019623877,0.114958466,Data From Authors,195.2
Haddad_2000,Haddad_2000_37,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.203972804,0.238271605,Data From Authors,195.2
Haddad_2000,Haddad_2000_38,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.122796642,0.241418437,Data From Authors,195.2
Haddad_2000,Haddad_2000_39,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.259880437,0.234949371,Data From Authors,195.2
Haddad_2000,Haddad_2000_40,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Lepidoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.762140052,0.289977324,Data From Authors,195.2
Haddad_2000,Haddad_2000_41,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.677879708,0.055140539,Data From Authors,270
Haddad_2000,Haddad_2000_42,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Thysanoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.110882382,0.384014349,Data From Authors,270
Haddad_2000,Haddad_2000_43,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.336472237,0.270929705,Data From Authors,270
Haddad_2000,Haddad_2000_44,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.694337356,0.059653405,Data From Authors,270
Haddad_2000,Haddad_2000_45,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.456758402,0.113173284,Data From Authors,270
Haddad_2000,Haddad_2000_46,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.992093695,0.214810237,Data From Authors,270
Haddad_2000,Haddad_2000_47,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.77126496,0.21321244,Data From Authors,270
Haddad_2000,Haddad_2000_48,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Lepidoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.826678573,0.640359269,Data From Authors,270
Haddad_2000,Haddad_2000_49,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.415515444,0.105966575,Data From Authors,372
Haddad_2000,Haddad_2000_50,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Thysanoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.921812598,0.452087051,Data From Authors,372
Haddad_2000,Haddad_2000_51,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Coleoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.335001067,0.227060634,Data From Authors,372
Haddad_2000,Haddad_2000_52,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.549446002,0.172385486,Data From Authors,372
Haddad_2000,Haddad_2000_53,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.628608659,0.207118055,Data From Authors,372
Haddad_2000,Haddad_2000_54,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.955511445,0.227501714,Data From Authors,372
Haddad_2000,Haddad_2000_55,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Hymenoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.470003629,0.040221354,Data From Authors,372
Haddad_2000,Haddad_2000_56,Haddad et al. ,2000,NA,NA,NA,NA,NA,NA,45.44138,-93.22445,USA,NA,Lepidoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.619039208,0.26152236,Data From Authors,372
Hagvar_2009,Hagvar_2009_1,Hagvar & Klanderud ,2009,NA,NA,NA,NA,NA,NA,NA,NA,Norway,NA,Hemiptera,Coccoidea,NA,NA,NA,NA,NA,Abundance,thousands/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-2.621038824,0.893434917,Table 1,120
Hagvar_2009,Hagvar_2009_2,Hagvar & Klanderud ,2009,NA,NA,NA,NA,NA,NA,NA,NA,Norway,NA,Diptera,NA,NA,NA,NA,NA,NA,Abundance,thousands/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.504077397,0.613618827,Table 1,120
Hancock_2013,Hancock_2013_1,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.591364487,0.204849879,Data From Authors,150.4
Hancock_2013,Hancock_2013_2,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-1.383240923,0.841959232,Data From Authors,150.4
Hancock_2013,Hancock_2013_3,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Hymenoptera,Pteromalidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.162961309,0.311283968,Data From Authors,150.4
Hancock_2013,Hancock_2013_4,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.526093096,0.431920661,Data From Authors,150.4
Hancock_2013,Hancock_2013_5,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.182321557,1.04633758,Data From Authors,150.4
Hancock_2013,Hancock_2013_6,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Hymenoptera,Pteromalidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.122898136,0.400061012,Data From Authors,150.4
Hancock_2013,Hancock_2013_7,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,NA,NA,Data From Authors,150.4
Hancock_2013,Hancock_2013_8,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Coleoptera,Curculionidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.405465103,1.312499987,Data From Authors,150.4
Hancock_2013,Hancock_2013_9,Hancock et al. ,2013,NA,NA,NA,NA,NA,NA,NA,NA,Germany,NA,Hymenoptera,Pteromalidae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.170625517,0.440105955,Data From Authors,150.4
Harvey_1998,Harvey_1998_1,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Diptera,Chironomidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,2.238046572,0.300627388,Table 3,10
Harvey_1998,Harvey_1998_2,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Diptera,Simuliidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.486113326,0.075198764,Table 3,10
Harvey_1998,Harvey_1998_3,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Ephemeroptera,Baetidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.78845736,0.092757292,Table 3,10
Harvey_1998,Harvey_1998_4,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Diptera,Chironomidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.270781474,0.181421198,Table 3,110
Harvey_1998,Harvey_1998_5,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Diptera,Simuliidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.183869716,0.117932661,Table 3,110
Harvey_1998,Harvey_1998_6,Harvey et al. ,1998,NA,NA,NA,NA,NA,NA,68.68333,-149.11667,USA,NA,Ephemeroptera,Baetidae,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,Âµg/L,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.803428213,0.034785191,Table 3,110
Hines_2006,Hines_2006_1,Hines et al. ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.31667,USA,NA,Hemiptera,Delphacidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.463572474,0.033028576,Figure 4,450
Hines_2006,Hines_2006_2,Hines et al. ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.31667,USA,NA,Hemiptera,Delphacidaeâ ,NA,NA,NA,NA,NA,Abundance,ind/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,2.097137951,1.024928848,Figure 4,450
Horgan_2018,Horgan_2018_1,Horgan et al. ,2018,NA,NA,NA,NA,NA,NA,14.183333,121.25,Philippines,NA,Hemiptera,Pentatomidae,NA,NA,NA,NA,NA,Abundance,ind/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.875468737,0.239524,Figure 3,NA
Horgan_2018,Horgan_2018_2,Horgan et al. ,2018,NA,NA,NA,NA,NA,NA,14.183333,121.25,Philippines,NA,Hemiptera,Pentatomidae,NA,NA,NA,NA,NA,Abundance,ind/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.901786046,0.321227221,Figure 3,NA
Horgan_2018,Horgan_2018_3,Horgan et al. ,2018,NA,NA,NA,NA,NA,NA,14.183333,121.25,Philippines,NA,Hemiptera,Pentatomidae,NA,NA,NA,NA,NA,Abundance,ind/plant,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.895271365,0.198969679,Figure 3,NA
Huberty_2006,Huberty_2006_1,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.318375189,0.136824595,Figure 4,944
Huberty_2006,Huberty_2006_2,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.693219177,0.49986158,Figure 4,944
Huberty_2006,Huberty_2006_3,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.133489131,0.010804062,Figure 4,944
Huberty_2006,Huberty_2006_4,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.154159132,0.008227631,Figure 4,944
Huberty_2006,Huberty_2006_5,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.262367957,0.010353518,Figure 4,944
Huberty_2006,Huberty_2006_6,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.313650271,0.004250071,Figure 4,944
Huberty_2006,Huberty_2006_7,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.965099491,0.071571635,Figure 4,944
Huberty_2006,Huberty_2006_8,Huberty & Denno ,2006,NA,NA,NA,NA,NA,NA,39.51333,-74.316667,USA,NA,Hemiptera,NA,NA,NA,NA,NA,NA,Abundance,log(N+1)/m^2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,g/plot,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.470032029,0.09389474,Figure 4,944
Hudewenz_2012,Hudewenz_2012_1,Hudewenz et al. ,2012,NA,NA,NA,NA,NA,NA,50.91666667,11.58333333,Germany,NA,Orthoptera,NA,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NP,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.068992872,0.171201814,Data From Authors,143.6
Jonas_2008,Jonas_2008_1,Jonas & Joern ,2008,NA,NA,NA,NA,NA,NA,39.106829,-96.609009,USA,NA,Orthoptera,Acrididae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-0.510825624,0.554073949,Data From Authors,100
Jonas_2008,Jonas_2008_2,Jonas & Joern ,2008,NA,NA,NA,NA,NA,NA,39.106829,-96.609009,USA,NA,Orthoptera,Acrididae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.609437912,1.146666634,Data From Authors,100
Jonas_2008,Jonas_2008_3,Jonas & Joern ,2008,NA,NA,NA,NA,NA,NA,39.106829,-96.609009,USA,NA,Orthoptera,Acrididae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,N,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,-2.708050201,1.134814788,Data From Authors,100
Jonas_2008,Jonas_2008_4,Jonas & Joern ,2008,NA,NA,NA,NA,NA,NA,39.106829,-96.609009,USA,NA,Orthoptera,Acrididae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,0.470003629,0.855000116,Data From Authors,10
Jonas_2008,Jonas_2008_5,Jonas & Joern ,2008,NA,NA,NA,NA,NA,NA,39.106829,-96.609009,USA,NA,Orthoptera,Acrididae,NA,NA,NA,NA,NA,Abundance,ind/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,P,kg/ha,No application,NA,NA,Experimental,Hedges'd,Hedges'd,NA,Joe,NA,NA,1.945910149,1.020408163,Data From Authors,10
