Paper_ID,Included,Observation_ID,Author,Year,Title,DOI,Journal,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Baba_2019,Y,Baba_2019_Baba 2019 8,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Mortonagrion selenion,Odonata,Coenagrionidae,NA,Mortonagrion selenion,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.3,0.7,Standard deviation,10,3.3,5,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 9,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Ischnura asiatica,Odonata,Coenagrionidae,NA,Ischnura asiatica,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.5,0.6,Standard deviation,10,4,6.3,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 10,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Indolestes peregrinus,Odonata,Lestidae,NA,Indolestes peregrinus,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.3,0.7,Standard deviation,10,0.4,0.9,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 11,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Lestes temporalis,Odonata,Lestidae,NA,Lestes temporalis,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.2,0.7,Standard deviation,10,0.2,0.7,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 12,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum infuscatum,Odonata,Libellulidae,NA,Sympetrum infuscatum,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.2,0.7,Standard deviation,10,1.7,2.4,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 13,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum frequens,Odonata,Libellulidae,NA,Sympetrum frequens,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,1.6,2.9,Standard deviation,10,20.1,20.2,Standard deviation,Daero,NA,NA
Baba_2019,Y,Baba_2019_Baba 2019 14,"Baba, Y. G., Kusumoto, Y., Tanaka, K.",2019,Positive effect of environmentally friendly farming on paddy field odonate assemblages at a small landscape scale,10.1007/s10841-019-00132-2,Journal of Insect Conservation,,English,Web of science,36.76391212,139.8374725,Japan,Species,Sympetrum nymphal,Odonata,Libellulidae,NA,Sympetrum nymphal,Adult,2013,2013,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Table.2,Quasi-experimental,10,0.2,0.7,Standard deviation,10,28.1,26.3,Standard deviation,Daero,NA,NA
Weathered_2019,Y,Weathered_2019_Weathered 2019 1,"Weathered, J., Hammill, E.",2019,Adaptation to agricultural pesticides may allow mosquitoes to avoid predators and colonize novel ecosystems,10.1007/s00442-019-04403-2,Oecologia,,English,Web of science,10.9893306,-85.44250278,Costa rica,Species,Mecistogaster modesta,Odonata,Coenagrionidae,NA,Mecistogaster modesta,Nymph,1997,2017,Capture,NA,NA,Abundance,"Individuals/ml * 1,000",9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.2,Quasi-experimental,25,0,0,Standard deviation,19,1.5,0.4,Standard deviation,Daero,NA,NA
Weathered_2019,Y,Weathered_2019_Weathered 2019 2,"Weathered, J., Hammill, E.",2019,Adaptation to agricultural pesticides may allow mosquitoes to avoid predators and colonize novel ecosystems,10.1007/s00442-019-04403-2,Oecologia,,English,Web of science,10.9893306,-85.44250278,Costa rica,Species,Mecistogaster modesta,Odonata,Coenagrionidae,NA,Mecistogaster modesta,Nymph,1997,2017,Capture,NA,NA,Abundance,"Individuals/ml * 1,000",9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.2,Quasi-experimental,25,0,0,Standard deviation,115,4.9,0.8,Standard deviation,Daero,NA,NA
Barmentlo_2021,Y,Barmentlo_2021_Barmentlo 2021 1,"Barmentlo, S. H., Schrama, M., de Snoo, G. R., van Bodegom, P. M., van Nieuwenhuijzen, A., Vijver, M. G.",2021,Experimental evidence for neonicotinoid driven decline in aquatic emerging insects,10.1073/pnas.2105692118j1of8,Proceedings of the National Academy of Sciences of the United States of America,,English,Web of science,52.15706948,4.484908588,Netherlands,Order,Odonata,Odonata,,NA,NA,Adult,2018,2018,Emergance trap,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.2,Experimental,9,6.6,2.5,Standard deviation,9,10.2,5.2,Standard deviation,Daero,NA,NA
Barmentlo_2021,Y,Barmentlo_2021_Barmentlo 2021 2,"Barmentlo, S. H., Schrama, M., de Snoo, G. R., van Bodegom, P. M., van Nieuwenhuijzen, A., Vijver, M. G.",2021,Experimental evidence for neonicotinoid driven decline in aquatic emerging insects,10.1073/pnas.2105692118j1of8,Proceedings of the National Academy of Sciences of the United States of America,,English,Web of science,52.15706948,4.484908588,Netherlands,Order,Odonata,Odonata,,NA,NA,Adult,2018,2018,Emergance trap,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.2,Experimental,9,4.9,3.2,Standard deviation,9,10.2,5.2,Standard deviation,Daero,NA,NA
Barmentlo_2021,Y,Barmentlo_2021_Barmentlo 2021 3,"Barmentlo, S. H., Schrama, M., de Snoo, G. R., van Bodegom, P. M., van Nieuwenhuijzen, A., Vijver, M. G.",2021,Experimental evidence for neonicotinoid driven decline in aquatic emerging insects,10.1073/pnas.2105692118j1of8,Proceedings of the National Academy of Sciences of the United States of America,,English,Web of science,52.15706948,4.484908588,Netherlands,Order,Odonata,Odonata,,NA,NA,Adult,2018,2018,Emergance trap,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.2,Experimental,9,4,3.3,Standard deviation,9,10.2,5.2,Standard deviation,Daero,NA,NA
Huynh_2021,Y,Huynh_2021_Huynh 2021 1,"Huynh, T. Q., Oyabu, A., Nomura, S., Takashima, T., Usio, N.",2021,Do Agrochemical-Free Paddy Fields Serve as Refuge Habitats for Odonata?,https://doi.org/10.3390/ecologies2010001,Ecologies,https://www.mdpi.com/2673-4133/2/1/1,English,Google Scholar,36.89729994,136.794043,Japan,Order,Odonata,Odonata,,NA,NA,Adult,2017,2017,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.3,Quasi-experimental,8,17.1,21.1,Standard deviation,8,12.5,9.8,Standard deviation,Daero,NA,NA
Huynh_2021,Y,Huynh_2021_Huynh 2021 2,"Huynh, T. Q., Oyabu, A., Nomura, S., Takashima, T., Usio, N.",2021,Do Agrochemical-Free Paddy Fields Serve as Refuge Habitats for Odonata?,https://doi.org/10.3390/ecologies2010001,Ecologies,https://www.mdpi.com/2673-4133/2/1/1,English,Google Scholar,36.89729994,136.794043,Japan,Order,Odonata,Odonata,,NA,NA,Adult,2019,2019,Observation,NA,NA,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.3 Herbicides & pesticides,Insecticide,NA,NA,No application,Figure.4,Quasi-experimental,8,84.9,169.3,Standard deviation,8,8.7,15.4,Standard deviation,Daero,NA,NA
