Paper_ID,Included,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Latitude,Longitude,Country,Taxa_level,Taxa_name,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Sampling_method,Sampling_intensity_unit,Sampling_intensity,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Treatment_N,Treatment_mean,Treatment_error,Treatment_error_type,Control_N,Control_mean,Control_error,Control_error_type,Contributor_name,Search_date,Notes
Dauwalter_2018,Y,Dauwalter_2018_109,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Genus,Hydroptila,Trichoptera                                       ,Hydroptilidae                                     ,Hydroptila,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,24.13105942,18.879482,Standard deviation,4,128.8944031,203.1184123,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_110,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Genus,Lepidostoma,Trichoptera                                       ,Lepidostomatidae                                  ,Lepidostoma,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,4.6066538,5.507062364,Standard deviation,4,3.584229391,7.168458781,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Dauwalter_2018,Y,Dauwalter_2018_111,"Dauwalter, Daniel C. and Fesenmyer, Kurt A. and Miller, Scott W. and Porter, Tucker",2018,"Response of Riparian Vegetation, Instream Habitat, and Aquatic Biota to Riparian Grazing Exclosures",North American Journal of Fisheries Management,10.1002/nafm.10224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053913593&doi=10.1002%2fnafm.10224&partnerID=40&md5=44a65ee8ba4f1f9195e67179d38b88a9,English,42.010125,-113.940005,United States,Genus,Hesperophylax,Trichoptera                                       ,Limnephilidae                                     ,Hesperophylax,,,2015,2015,"Surber sampler, 0.093m^2, 500 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; stream access,1,Presence,No livestock grazing and stream access,0,Absence,Raw Data,Experimental,4,0.672043011,1.344086022,Standard deviation,4,0,0,Standard deviation,Lindsey,01-Dec-23,"Macroinvertebrate samples counted with a fixed count of 300 individuals. Richness counts standardized to ""operational taxonomic unit"" (most common unifier for all collected organisms, often Order) and fixed count. Raw data is only provided per site, so sampling size correlates to number of sites sampled. Some sites not included due to only one sampling site present for either treatment or control and unable to estimate error. Different sites/sampled exclosures have different control site resting periods, but all at least a decade or more of rest (see addit. data or contact LAB if necessary). "
Brand_2015,Y,Brand_2015_1,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Senzilloides pangipulli,Plecoptera,Gripopterygidae ,Senzilloides,Senzilloides pangipulli,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,27.28666667,47.26189304,Standard deviation,3,70.3,99.8087952,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_2,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Potamoperla myrmidon,Plecoptera,Gripopterygidae,Potamoperla,Potamoperla myrmidon,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0.31,0.53693575,Standard deviation,3,0,0,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_3,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Limnoperla jaffueli,Plecoptera,Gripopterygidae,Limnoperla,Limnoperla jaffueli,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,90.34333333,55.32834927,Standard deviation,3,15.11,26.1712877,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_4,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Notoperlopsis femina,Plecoptera,Gripopterygidae,Notoperlopsis,Notoperlopsis femina,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,431.9766667,359.4032217,Standard deviation,3,0.77,1.333679122,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_5,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Notoperla magnaspina,Plecoptera,Gripopterygidae,Notoperla,Notoperla magnaspina,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0.463333333,0.802516874,Standard deviation,3,1.08,0.963171843,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_6,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Notoperla fasciata,Plecoptera,Gripopterygidae,Notoperla,Notoperla fasciata,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,1.08,1.870614872,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_7,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Aubertoperla illiesi,Plecoptera,Gripopterygidae,Aubertoperla,Aubertoperla illiesi,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,103.2933333,13.80377605,Standard deviation,3,143.8366667,92.35216312,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_8,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Antarctoperla michaelseni,Plecoptera,Gripopterygidae,Antarctoperla,Antarctoperla michaelseni,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,392.2,429.6367269,Standard deviation,3,111.6166667,110.3646906,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_9,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Perlugoperla personata,Plecoptera,Gripopterygidae,Perlugoperla,Perlugoperla personata,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0.773333333,0.708119576,Standard deviation,3,16.80666667,26.35391685,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_10,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Genus,Araucanioperla,Plecoptera,Gripopterygidae,Araucanioperla,,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,1.386666667,0.802516874,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_11,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Ceratoperla fazi,Plecoptera,Gripopterygidae,Ceratoperla,Ceratoperla fazi,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,2.313333333,3.235001288,Standard deviation,3,14.49,18.70790475,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_12,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Genus,Alfonsoperla,Plecoptera,Gripopterygidae,Alfonsoperla,,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,8.016666667,6.769522386,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_13,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Udamocercia arumifera,Plecoptera,Notonemouridae,Udamocercia,Udamocercia arumifera,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,2.62,4.537973116,Standard deviation,3,3.236666667,3.031671706,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_14,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Klapopteryx kuscheli,Plecoptera,Austroperlidae,Klapopteryx,Klapopteryx kuscheli,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,1.54,2.280613952,Standard deviation,3,47.33,42.65230006,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_15,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Pictetoperla gayi,Plecoptera,Perlidae,Pictetoperla,Pictetoperla gayi,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,4.626666667,2.812869235,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_16,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Austronemoura quadrangularis,Plecoptera,Notonemouridae,Austronemoura,Austronemoura quadrangularis,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,5.553333333,8.007848234,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_17,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Austronemoura chilena,Plecoptera,Notonemouridae,Austronemoura,Austronemoura chilena,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0.153333333,0.265581124,Standard deviation,3,2.623333333,1.869794998,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_18,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Nousia delicata,Ephemeroptera,Leptophlebiidae,Nousia,Nousia delicata,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,82.32333333,87.77616153,Standard deviation,3,22.81666667,22.91917611,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_19,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Nousia crena,Ephemeroptera,Leptophlebiidae,Nousia,Nousia crena,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,0,0,Standard deviation,3,0.153333333,0.265581124,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
Brand_2015,Y,Brand_2015_20,"Brand, Cecilia and Miserendino, María Laura",2015,Testing the Performance of Macroinvertebrate Metrics as Indicators of Changes in Biodiversity after Pasture Conversion in Patagonian Mountain Streams,"Water, Air, and Soil Pollution",10.1007/s11270-015-2633-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943755456&doi=10.1007%2fs11270-015-2633-x&partnerID=40&md5=b13cd87e9ad13152b46b52c453ff4bc0,English,-43.051389,-70.373056,Argentina,Species,Meridialaris chiloeensis,Ephemeroptera,Leptophlebiidae,Meridialaris,Meridialaris chiloeensis,,2005,2006,"Surber sampler, 0.09m^2, 250 um mesh",,,Abundance,Average (ind/m^2),2 Agriculture and Aquaculture,2.3 Livestock Farming and Ranching,,Livestock grazing; no/unk stream access,1,Presence,No livestock grazing and stream access,0,Absence,"Appendix 1, Table 4",Quasi-experimental,3,180.2233333,123.5084751,Standard deviation,3,160.3333333,67.2038052,Standard deviation,Lindsey,01-Dec-23,"Coordinates are best estimated half-way point between all sites. Cattle are rotatated during the year, with highland grazing in summer and lowland grazing the rest of the year. Presents mean annual density without error per site -- sample size presented is all sites averaged together (n = 3)."
